ID	X	Y	Z
933	437666.6667	389833.3333	1697
934	437833.3333	389833.3333	1786
935	438000	389833.3333	2027
936	438166.6667	389833.3333	2280
937	421000	389666.6667	1488
938	421166.6667	389666.6667	1591
939	421333.3333	389666.6667	1794
940	421500	389666.6667	1957
941	421666.6667	389666.6667	2279
942	421833.3333	389666.6667	2518
943	422000	389666.6667	2232
944	422166.6667	389666.6667	2179
945	422333.3333	389666.6667	2167
946	422500	389666.6667	1841
947	422666.6667	389666.6667	1692
948	422833.3333	389666.6667	1658
949	423000	389666.6667	1674
950	423166.6667	389666.6667	1683
951	423333.3333	389666.6667	1810
952	423500	389666.6667	1869
953	423666.6667	389666.6667	1909
954	423833.3333	389666.6667	2086
955	424000	389666.6667	2120
956	424166.6667	389666.6667	2134
957	424333.3333	389666.6667	2161
958	424500	389666.6667	2101
959	424666.6667	389666.6667	2109
960	424833.3333	389666.6667	2215
961	425000	389666.6667	2153
962	425166.6667	389666.6667	2091
963	425333.3333	389666.6667	2040
964	425500	389666.6667	2018
965	425666.6667	389666.6667	1990
966	425833.3333	389666.6667	1978
967	426000	389666.6667	1984
968	426166.6667	389666.6667	2016
969	426333.3333	389666.6667	2040
970	426500	389666.6667	2125
971	426666.6667	389666.6667	2150
972	426833.3333	389666.6667	2173
973	427000	389666.6667	2237
974	427166.6667	389666.6667	2295
975	427333.3333	389666.6667	2342
976	427500	389666.6667	2402
977	427666.6667	389666.6667	2487
978	427833.3333	389666.6667	2539
979	428000	389666.6667	2584
980	428166.6667	389666.6667	2619
981	428333.3333	389666.6667	2808
982	428500	389666.6667	2674
983	428666.6667	389666.6667	2466
984	428833.3333	389666.6667	2399
985	429000	389666.6667	2320
986	429166.6667	389666.6667	2138
987	429333.3333	389666.6667	1945
988	429500	389666.6667	1856
989	429666.6667	389666.6667	1790
990	429833.3333	389666.6667	1776
991	430000	389666.6667	1781
992	430166.6667	389666.6667	1811
993	430333.3333	389666.6667	1884
994	430500	389666.6667	1915
995	430666.6667	389666.6667	1842
996	430833.3333	389666.6667	1805
997	431000	389666.6667	1750
998	431166.6667	389666.6667	1720
999	431333.3333	389666.6667	1872
1000	431500	389666.6667	1937
1001	431666.6667	389666.6667	1882
1002	431833.3333	389666.6667	1787
1003	432000	389666.6667	1792
1004	432166.6667	389666.6667	1747
1005	432333.3333	389666.6667	1682
1006	432500	389666.6667	1716
1007	432666.6667	389666.6667	1722
1008	432833.3333	389666.6667	1733
1009	433000	389666.6667	1680
1010	433166.6667	389666.6667	1647
1011	433333.3333	389666.6667	1645
1012	433500	389666.6667	1645
1013	433666.6667	389666.6667	1645
1014	433833.3333	389666.6667	1645
1015	434000	389666.6667	1645
1016	434166.6667	389666.6667	1645
1017	434333.3333	389666.6667	1645
1018	434500	389666.6667	1645
1019	434666.6667	389666.6667	1645
1020	434833.3333	389666.6667	1645
1021	435000	389666.6667	1645
1022	435166.6667	389666.6667	1645
1023	435333.3333	389666.6667	1645
1024	435500	389666.6667	1645
1025	435666.6667	389666.6667	1645
1026	435833.3333	389666.6667	1646
1027	436000	389666.6667	1657
1028	436166.6667	389666.6667	1670
1029	436333.3333	389666.6667	1671
1030	436500	389666.6667	1703
1031	436666.6667	389666.6667	1698
1032	436833.3333	389666.6667	1721
1033	437000	389666.6667	1679
1034	437166.6667	389666.6667	1662
1035	437333.3333	389666.6667	1665
1036	437500	389666.6667	1665
1037	437666.6667	389666.6667	1673
1038	437833.3333	389666.6667	1741
1039	438000	389666.6667	1991
1040	438166.6667	389666.6667	2322
1041	421000	389500	1489
1042	421166.6667	389500	1550
1043	421333.3333	389500	1702
1044	421500	389500	1892
1045	421666.6667	389500	2146
1046	421833.3333	389500	2461
1047	422000	389500	2383
1048	422166.6667	389500	2288
1049	422333.3333	389500	2192
1050	422500	389500	1920
1051	422666.6667	389500	1715
1052	422833.3333	389500	1736
1053	423000	389500	1795
1054	423166.6667	389500	1843
1055	423333.3333	389500	1957
1056	423500	389500	2029
1057	423666.6667	389500	2003
1058	423833.3333	389500	2144
1059	424000	389500	2245
1060	424166.6667	389500	2261
1061	424333.3333	389500	2292
1062	424500	389500	2297
1063	424666.6667	389500	2307
1064	424833.3333	389500	2263
1065	425000	389500	2180
1066	425166.6667	389500	2120
1067	425333.3333	389500	2076
1068	425500	389500	2061
1069	425666.6667	389500	2060
1070	425833.3333	389500	2040
1071	426000	389500	2069
1072	426166.6667	389500	2112
1073	426333.3333	389500	2115
1074	426500	389500	2180
1075	426666.6667	389500	2177
1076	426833.3333	389500	2210
1077	427000	389500	2289
1078	427166.6667	389500	2363
1079	427333.3333	389500	2431
1080	427500	389500	2513
1081	427666.6667	389500	2668
1082	427833.3333	389500	2884
1083	428000	389500	2990
1084	428166.6667	389500	3089
1085	428333.3333	389500	3236
1086	428500	389500	3052
1087	428666.6667	389500	2854
1088	428833.3333	389500	2697
1089	429000	389500	2503
1090	429166.6667	389500	2117
1091	429333.3333	389500	2000
1092	429500	389500	1930
1093	429666.6667	389500	1846
1094	429833.3333	389500	1823
1095	430000	389500	1751
1096	430166.6667	389500	1761
1097	430333.3333	389500	1774
1098	430500	389500	1709
1099	430666.6667	389500	1676
1100	430833.3333	389500	1672
1101	431000	389500	1679
1102	431166.6667	389500	1717
1103	431333.3333	389500	1774
1104	431500	389500	1799
1105	431666.6667	389500	1737
1106	431833.3333	389500	1693
1107	432000	389500	1713
1108	432166.6667	389500	1694
1109	432333.3333	389500	1648
1110	432500	389500	1647
1111	432666.6667	389500	1650
1112	432833.3333	389500	1647
1113	433000	389500	1668
1114	433166.6667	389500	1648
1115	433333.3333	389500	1645
1116	433500	389500	1645
1117	433666.6667	389500	1645
1118	433833.3333	389500	1645
1119	434000	389500	1645
1120	434166.6667	389500	1645
1121	434333.3333	389500	1645
1122	434500	389500	1645
1123	434666.6667	389500	1645
1124	434833.3333	389500	1645
1125	435000	389500	1645
1126	435166.6667	389500	1645
1127	435333.3333	389500	1645
1128	435500	389500	1645
1129	435666.6667	389500	1645
1130	435833.3333	389500	1645
1131	436000	389500	1645
1132	436166.6667	389500	1645
1133	436333.3333	389500	1646
1134	436500	389500	1660
1135	436666.6667	389500	1654
1136	436833.3333	389500	1653
1137	437000	389500	1652
1138	437166.6667	389500	1655
1139	437333.3333	389500	1658
1140	437500	389500	1664
1141	437666.6667	389500	1672
1142	437833.3333	389500	1713
1143	438000	389500	1900
1144	438166.6667	389500	2221
1145	421000	389333.3333	1511
1146	421166.6667	389333.3333	1529
1147	421333.3333	389333.3333	1639
1148	421500	389333.3333	1779
1149	421666.6667	389333.3333	1940
1150	421833.3333	389333.3333	2115
1151	422000	389333.3333	2243
1152	422166.6667	389333.3333	2074
1153	422333.3333	389333.3333	1969
1154	422500	389333.3333	1826
1155	422666.6667	389333.3333	1756
1156	422833.3333	389333.3333	1823
1157	423000	389333.3333	1910
1158	423166.6667	389333.3333	1980
1159	423333.3333	389333.3333	2034
1160	423500	389333.3333	2090
1161	423666.6667	389333.3333	2136
1162	423833.3333	389333.3333	2184
1163	424000	389333.3333	2219
1164	424166.6667	389333.3333	2189
1165	424333.3333	389333.3333	2140
1166	424500	389333.3333	2228
1167	424666.6667	389333.3333	2286
1168	424833.3333	389333.3333	2287
1169	425000	389333.3333	2239
1170	425166.6667	389333.3333	2191
1171	425333.3333	389333.3333	2167
1172	425500	389333.3333	2224
1173	425666.6667	389333.3333	2207
1174	425833.3333	389333.3333	2166
1175	426000	389333.3333	2160
1176	426166.6667	389333.3333	2222
1177	426333.3333	389333.3333	2279
1178	426500	389333.3333	2262
1179	426666.6667	389333.3333	2223
1180	426833.3333	389333.3333	2237
1181	427000	389333.3333	2301
1182	427166.6667	389333.3333	2367
1183	427333.3333	389333.3333	2432
1184	427500	389333.3333	2571
1185	427666.6667	389333.3333	2814
1186	427833.3333	389333.3333	3175
1187	428000	389333.3333	3487
1188	428166.6667	389333.3333	3736
1189	428333.3333	389333.3333	3840
1190	428500	389333.3333	3440
1191	428666.6667	389333.3333	3043
1192	428833.3333	389333.3333	2793
1193	429000	389333.3333	2500
1194	429166.6667	389333.3333	2394
1195	429333.3333	389333.3333	2127
1196	429500	389333.3333	1995
1197	429666.6667	389333.3333	1893
1198	429833.3333	389333.3333	1844
1199	430000	389333.3333	1737
1200	430166.6667	389333.3333	1718
1201	430333.3333	389333.3333	1705
1202	430500	389333.3333	1654
1203	430666.6667	389333.3333	1646
1204	430833.3333	389333.3333	1647
1205	431000	389333.3333	1652
1206	431166.6667	389333.3333	1648
1207	431333.3333	389333.3333	1645
1208	431500	389333.3333	1645
1209	431666.6667	389333.3333	1645
1210	431833.3333	389333.3333	1648
1211	432000	389333.3333	1648
1212	432166.6667	389333.3333	1645
1213	432333.3333	389333.3333	1645
1214	432500	389333.3333	1645
1215	432666.6667	389333.3333	1645
1216	432833.3333	389333.3333	1645
1217	433000	389333.3333	1645
1218	433166.6667	389333.3333	1645
1219	433333.3333	389333.3333	1645
1220	433500	389333.3333	1645
1221	433666.6667	389333.3333	1645
1222	433833.3333	389333.3333	1645
1223	434000	389333.3333	1645
1224	434166.6667	389333.3333	1645
1225	434333.3333	389333.3333	1645
1226	434500	389333.3333	1645
1227	434666.6667	389333.3333	1645
1228	434833.3333	389333.3333	1645
1229	435000	389333.3333	1645
1230	435166.6667	389333.3333	1645
1231	435333.3333	389333.3333	1645
1232	435500	389333.3333	1645
1233	435666.6667	389333.3333	1645
1234	435833.3333	389333.3333	1645
1235	436000	389333.3333	1645
1236	436166.6667	389333.3333	1645
1237	436333.3333	389333.3333	1645
1238	436500	389333.3333	1647
1239	436666.6667	389333.3333	1651
1240	436833.3333	389333.3333	1650
1241	437000	389333.3333	1653
1242	437166.6667	389333.3333	1657
1243	437333.3333	389333.3333	1666
1244	437500	389333.3333	1684
1245	437666.6667	389333.3333	1716
1246	437833.3333	389333.3333	1784
1247	438000	389333.3333	1900
1248	438166.6667	389333.3333	2073
1249	421000	389166.6667	1560
1250	421166.6667	389166.6667	1545
1251	421333.3333	389166.6667	1602
1252	421500	389166.6667	1708
1253	421666.6667	389166.6667	1777
1254	421833.3333	389166.6667	1860
1255	422000	389166.6667	2017
1256	422166.6667	389166.6667	1911
1257	422333.3333	389166.6667	1816
1258	422500	389166.6667	1786
1259	422666.6667	389166.6667	1815
1260	422833.3333	389166.6667	1884
1261	423000	389166.6667	1909
1262	423166.6667	389166.6667	1907
1263	423333.3333	389166.6667	1945
1264	423500	389166.6667	2074
1265	423666.6667	389166.6667	2151
1266	423833.3333	389166.6667	2155
1267	424000	389166.6667	2115
1268	424166.6667	389166.6667	2044
1269	424333.3333	389166.6667	2043
1270	424500	389166.6667	2103
1271	424666.6667	389166.6667	2126
1272	424833.3333	389166.6667	2150
1273	425000	389166.6667	2230
1274	425166.6667	389166.6667	2192
1275	425333.3333	389166.6667	2176
1276	425500	389166.6667	2196
1277	425666.6667	389166.6667	2234
1278	425833.3333	389166.6667	2198
1279	426000	389166.6667	2207
1280	426166.6667	389166.6667	2230
1281	426333.3333	389166.6667	2229
1282	426500	389166.6667	2225
1283	426666.6667	389166.6667	2222
1284	426833.3333	389166.6667	2233
1285	427000	389166.6667	2267
1286	427166.6667	389166.6667	2341
1287	427333.3333	389166.6667	2469
1288	427500	389166.6667	2614
1289	427666.6667	389166.6667	2870
1290	427833.3333	389166.6667	3205
1291	428000	389166.6667	3545
1292	428166.6667	389166.6667	3705
1293	428333.3333	389166.6667	3698
1294	428500	389166.6667	3303
1295	428666.6667	389166.6667	2910
1296	428833.3333	389166.6667	2615
1297	429000	389166.6667	2432
1298	429166.6667	389166.6667	2243
1299	429333.3333	389166.6667	2086
1300	429500	389166.6667	1986
1301	429666.6667	389166.6667	1905
1302	429833.3333	389166.6667	1859
1303	430000	389166.6667	1743
1304	430166.6667	389166.6667	1682
1305	430333.3333	389166.6667	1672
1306	430500	389166.6667	1648
1307	430666.6667	389166.6667	1645
1308	430833.3333	389166.6667	1645
1309	431000	389166.6667	1645
1310	431166.6667	389166.6667	1645
1311	431333.3333	389166.6667	1645
1312	431500	389166.6667	1645
1313	431666.6667	389166.6667	1645
1314	431833.3333	389166.6667	1645
1315	432000	389166.6667	1645
1316	432166.6667	389166.6667	1645
1317	432333.3333	389166.6667	1645
1318	432500	389166.6667	1645
1319	432666.6667	389166.6667	1645
1320	432833.3333	389166.6667	1645
1321	433000	389166.6667	1645
1322	433166.6667	389166.6667	1645
1323	433333.3333	389166.6667	1645
1324	433500	389166.6667	1645
1325	433666.6667	389166.6667	1645
1326	433833.3333	389166.6667	1645
1327	434000	389166.6667	1645
1328	434166.6667	389166.6667	1645
1329	434333.3333	389166.6667	1645
1330	434500	389166.6667	1645
1331	434666.6667	389166.6667	1645
1332	434833.3333	389166.6667	1645
1333	435000	389166.6667	1645
1334	435166.6667	389166.6667	1645
1335	435333.3333	389166.6667	1653
1336	435500	389166.6667	1657
1337	435666.6667	389166.6667	1647
1338	435833.3333	389166.6667	1656
1339	436000	389166.6667	1721
1340	436166.6667	389166.6667	1786
1341	436333.3333	389166.6667	1792
1342	436500	389166.6667	1720
1343	436666.6667	389166.6667	1665
1344	436833.3333	389166.6667	1654
1345	437000	389166.6667	1656
1346	437166.6667	389166.6667	1662
1347	437333.3333	389166.6667	1674
1348	437500	389166.6667	1710
1349	437666.6667	389166.6667	1788
1350	437833.3333	389166.6667	1923
1351	438000	389166.6667	2086
1352	438166.6667	389166.6667	2194
1353	421000	389000	1571
1354	421166.6667	389000	1613
1355	421333.3333	389000	1642
1356	421500	389000	1696
1357	421666.6667	389000	1744
1358	421833.3333	389000	1822
1359	422000	389000	1886
1360	422166.6667	389000	1915
1361	422333.3333	389000	1982
1362	422500	389000	1948
1363	422666.6667	389000	1959
1364	422833.3333	389000	2021
1365	423000	389000	1914
1366	423166.6667	389000	1822
1367	423333.3333	389000	1884
1368	423500	389000	2070
1369	423666.6667	389000	2151
1370	423833.3333	389000	2116
1371	424000	389000	2098
1372	424166.6667	389000	2000
1373	424333.3333	389000	1976
1374	424500	389000	2025
1375	424666.6667	389000	2080
1376	424833.3333	389000	2037
1377	425000	389000	2028
1378	425166.6667	389000	2067
1379	425333.3333	389000	2077
1380	425500	389000	2130
1381	425666.6667	389000	2181
1382	425833.3333	389000	2262
1383	426000	389000	2246
1384	426166.6667	389000	2217
1385	426333.3333	389000	2212
1386	426500	389000	2212
1387	426666.6667	389000	2213
1388	426833.3333	389000	2217
1389	427000	389000	2231
1390	427166.6667	389000	2272
1391	427333.3333	389000	2375
1392	427500	389000	2502
1393	427666.6667	389000	2667
1394	427833.3333	389000	2852
1395	428000	389000	3108
1396	428166.6667	389000	3241
1397	428333.3333	389000	3260
1398	428500	389000	3016
1399	428666.6667	389000	2643
1400	428833.3333	389000	2397
1401	429000	389000	2244
1402	429166.6667	389000	2092
1403	429333.3333	389000	1981
1404	429500	389000	1893
1405	429666.6667	389000	1837
1406	429833.3333	389000	1820
1407	430000	389000	1740
1408	430166.6667	389000	1676
1409	430333.3333	389000	1664
1410	430500	389000	1661
1411	430666.6667	389000	1652
1412	430833.3333	389000	1645
1413	431000	389000	1645
1414	431166.6667	389000	1646
1415	431333.3333	389000	1650
1416	431500	389000	1647
1417	431666.6667	389000	1647
1418	431833.3333	389000	1647
1419	432000	389000	1645
1420	432166.6667	389000	1645
1421	432333.3333	389000	1645
1422	432500	389000	1645
1423	432666.6667	389000	1645
1424	432833.3333	389000	1645
1425	433000	389000	1645
1426	433166.6667	389000	1645
1427	433333.3333	389000	1645
1428	433500	389000	1645
1429	433666.6667	389000	1645
1430	433833.3333	389000	1645
1431	434000	389000	1645
1432	434166.6667	389000	1645
1433	434333.3333	389000	1645
1434	434500	389000	1645
1435	434666.6667	389000	1645
1436	434833.3333	389000	1645
1437	435000	389000	1645
1438	435166.6667	389000	1645
1439	435333.3333	389000	1664
1440	435500	389000	1667
1441	435666.6667	389000	1696
1442	435833.3333	389000	1783
1443	436000	389000	1945
1444	436166.6667	389000	2058
1445	436333.3333	389000	2008
1446	436500	389000	1894
1447	436666.6667	389000	1856
1448	436833.3333	389000	1769
1449	437000	389000	1685
1450	437166.6667	389000	1676
1451	437333.3333	389000	1694
1452	437500	389000	1723
1453	437666.6667	389000	1858
1454	437833.3333	389000	2172
1455	438000	389000	2365
1456	438166.6667	389000	2573
1457	421000	388833.3333	1725
1458	421166.6667	388833.3333	1655
1459	421333.3333	388833.3333	1669
1460	421500	388833.3333	1738
1461	421666.6667	388833.3333	1796
1462	421833.3333	388833.3333	1878
1463	422000	388833.3333	1979
1464	422166.6667	388833.3333	1966
1465	422333.3333	388833.3333	2018
1466	422500	388833.3333	1996
1467	422666.6667	388833.3333	1975
1468	422833.3333	388833.3333	1893
1469	423000	388833.3333	1821
1470	423166.6667	388833.3333	1813
1471	423333.3333	388833.3333	1830
1472	423500	388833.3333	1943
1473	423666.6667	388833.3333	2034
1474	423833.3333	388833.3333	2095
1475	424000	388833.3333	2008
1476	424166.6667	388833.3333	2017
1477	424333.3333	388833.3333	1990
1478	424500	388833.3333	1935
1479	424666.6667	388833.3333	1972
1480	424833.3333	388833.3333	2045
1481	425000	388833.3333	2031
1482	425166.6667	388833.3333	2137
1483	425333.3333	388833.3333	2138
1484	425500	388833.3333	2233
1485	425666.6667	388833.3333	2278
1486	425833.3333	388833.3333	2316
1487	426000	388833.3333	2269
1488	426166.6667	388833.3333	2219
1489	426333.3333	388833.3333	2213
1490	426500	388833.3333	2213
1491	426666.6667	388833.3333	2213
1492	426833.3333	388833.3333	2217
1493	427000	388833.3333	2228
1494	427166.6667	388833.3333	2240
1495	427333.3333	388833.3333	2281
1496	427500	388833.3333	2372
1497	427666.6667	388833.3333	2375
1498	427833.3333	388833.3333	2452
1499	428000	388833.3333	2662
1500	428166.6667	388833.3333	2760
1501	428333.3333	388833.3333	2660
1502	428500	388833.3333	2502
1503	428666.6667	388833.3333	2303
1504	428833.3333	388833.3333	2182
1505	429000	388833.3333	2082
1506	429166.6667	388833.3333	1988
1507	429333.3333	388833.3333	1902
1508	429500	388833.3333	1828
1509	429666.6667	388833.3333	1766
1510	429833.3333	388833.3333	1744
1511	430000	388833.3333	1713
1512	430166.6667	388833.3333	1701
1513	430333.3333	388833.3333	1702
1514	430500	388833.3333	1686
1515	430666.6667	388833.3333	1660
1516	430833.3333	388833.3333	1645
1517	431000	388833.3333	1645
1518	431166.6667	388833.3333	1648
1519	431333.3333	388833.3333	1647
1520	431500	388833.3333	1650
1521	431666.6667	388833.3333	1662
1522	431833.3333	388833.3333	1661
1523	432000	388833.3333	1648
1524	432166.6667	388833.3333	1645
1525	432333.3333	388833.3333	1645
1526	432500	388833.3333	1645
1527	432666.6667	388833.3333	1645
1528	432833.3333	388833.3333	1645
1529	433000	388833.3333	1645
1530	433166.6667	388833.3333	1645
1531	433333.3333	388833.3333	1645
1532	433500	388833.3333	1645
1533	433666.6667	388833.3333	1645
1534	433833.3333	388833.3333	1645
1535	434000	388833.3333	1645
1536	434166.6667	388833.3333	1645
1537	434333.3333	388833.3333	1645
1538	434500	388833.3333	1645
1539	434666.6667	388833.3333	1645
1540	434833.3333	388833.3333	1645
1541	435000	388833.3333	1645
1542	435166.6667	388833.3333	1663
1543	435333.3333	388833.3333	1754
1544	435500	388833.3333	1800
1545	435666.6667	388833.3333	1877
1546	435833.3333	388833.3333	1974
1547	436000	388833.3333	2092
1548	436166.6667	388833.3333	2208
1549	436333.3333	388833.3333	2156
1550	436500	388833.3333	2099
1551	436666.6667	388833.3333	2092
1552	436833.3333	388833.3333	1988
1553	437000	388833.3333	1827
1554	437166.6667	388833.3333	1788
1555	437333.3333	388833.3333	1810
1556	437500	388833.3333	1820
1557	437666.6667	388833.3333	2008
1558	437833.3333	388833.3333	2510
1559	438000	388833.3333	2608
1560	438166.6667	388833.3333	2590
1561	421000	388666.6667	1943
1562	421166.6667	388666.6667	1937
1563	421333.3333	388666.6667	1928
1564	421500	388666.6667	1921
1565	421666.6667	388666.6667	1911
1566	421833.3333	388666.6667	1894
1567	422000	388666.6667	1894
1568	422166.6667	388666.6667	1863
1569	422333.3333	388666.6667	1838
1570	422500	388666.6667	1827
1571	422666.6667	388666.6667	1817
1572	422833.3333	388666.6667	1813
1573	423000	388666.6667	1813
1574	423166.6667	388666.6667	1813
1575	423333.3333	388666.6667	1817
1576	423500	388666.6667	1891
1577	423666.6667	388666.6667	1994
1578	423833.3333	388666.6667	1918
1579	424000	388666.6667	1883
1580	424166.6667	388666.6667	1915
1581	424333.3333	388666.6667	1917
1582	424500	388666.6667	1981
1583	424666.6667	388666.6667	2014
1584	424833.3333	388666.6667	2085
1585	425000	388666.6667	2138
1586	425166.6667	388666.6667	2131
1587	425333.3333	388666.6667	2204
1588	425500	388666.6667	2236
1589	425666.6667	388666.6667	2249
1590	425833.3333	388666.6667	2320
1591	426000	388666.6667	2308
1592	426166.6667	388666.6667	2283
1593	426333.3333	388666.6667	2269
1594	426500	388666.6667	2287
1595	426666.6667	388666.6667	2276
1596	426833.3333	388666.6667	2272
1597	427000	388666.6667	2302
1598	427166.6667	388666.6667	2329
1599	427333.3333	388666.6667	2290
1600	427500	388666.6667	2184
1601	427666.6667	388666.6667	2168
1602	427833.3333	388666.6667	2234
1603	428000	388666.6667	2360
1604	428166.6667	388666.6667	2368
1605	428333.3333	388666.6667	2252
1606	428500	388666.6667	2200
1607	428666.6667	388666.6667	2124
1608	428833.3333	388666.6667	2049
1609	429000	388666.6667	1997
1610	429166.6667	388666.6667	1937
1611	429333.3333	388666.6667	1871
1612	429500	388666.6667	1800
1613	429666.6667	388666.6667	1749
1614	429833.3333	388666.6667	1717
1615	430000	388666.6667	1710
1616	430166.6667	388666.6667	1713
1617	430333.3333	388666.6667	1706
1618	430500	388666.6667	1689
1619	430666.6667	388666.6667	1658
1620	430833.3333	388666.6667	1646
1621	431000	388666.6667	1645
1622	431166.6667	388666.6667	1645
1623	431333.3333	388666.6667	1645
1624	431500	388666.6667	1650
1625	431666.6667	388666.6667	1660
1626	431833.3333	388666.6667	1645
1627	432000	388666.6667	1645
1628	432166.6667	388666.6667	1645
1629	432333.3333	388666.6667	1645
1630	432500	388666.6667	1645
1631	432666.6667	388666.6667	1645
1632	432833.3333	388666.6667	1645
1633	433000	388666.6667	1645
1634	433166.6667	388666.6667	1645
1635	433333.3333	388666.6667	1645
1636	433500	388666.6667	1652
1637	433666.6667	388666.6667	1646
1638	433833.3333	388666.6667	1645
1639	434000	388666.6667	1645
1640	434166.6667	388666.6667	1645
1641	434333.3333	388666.6667	1645
1642	434500	388666.6667	1680
1643	434666.6667	388666.6667	1690
1644	434833.3333	388666.6667	1670
1645	435000	388666.6667	1763
1646	435166.6667	388666.6667	1845
1647	435333.3333	388666.6667	1937
1648	435500	388666.6667	1947
1649	435666.6667	388666.6667	2036
1650	435833.3333	388666.6667	2150
1651	436000	388666.6667	2169
1652	436166.6667	388666.6667	2247
1653	436333.3333	388666.6667	2254
1654	436500	388666.6667	2206
1655	436666.6667	388666.6667	2148
1656	436833.3333	388666.6667	2106
1657	437000	388666.6667	2127
1658	437166.6667	388666.6667	2076
1659	437333.3333	388666.6667	1998
1660	437500	388666.6667	2026
1661	437666.6667	388666.6667	2133
1662	437833.3333	388666.6667	2423
1663	438000	388666.6667	2542
1664	438166.6667	388666.6667	2411
1665	421000	388500	2061
1666	421166.6667	388500	2105
1667	421333.3333	388500	2135
1668	421500	388500	2155
1669	421666.6667	388500	2148
1670	421833.3333	388500	2003
1671	422000	388500	1897
1672	422166.6667	388500	1847
1673	422333.3333	388500	1818
1674	422500	388500	1813
1675	422666.6667	388500	1813
1676	422833.3333	388500	1813
1677	423000	388500	1813
1678	423166.6667	388500	1813
1679	423333.3333	388500	1816
1680	423500	388500	1845
1681	423666.6667	388500	1897
1682	423833.3333	388500	1866
1683	424000	388500	1892
1684	424166.6667	388500	1999
1685	424333.3333	388500	2013
1686	424500	388500	2058
1687	424666.6667	388500	2143
1688	424833.3333	388500	2173
1689	425000	388500	2170
1690	425166.6667	388500	2242
1691	425333.3333	388500	2257
1692	425500	388500	2141
1693	425666.6667	388500	2265
1694	425833.3333	388500	2360
1695	426000	388500	2346
1696	426166.6667	388500	2352
1697	426333.3333	388500	2306
1698	426500	388500	2330
1699	426666.6667	388500	2426
1700	426833.3333	388500	2429
1701	427000	388500	2383
1702	427166.6667	388500	2349
1703	427333.3333	388500	2303
1704	427500	388500	2151
1705	427666.6667	388500	2076
1706	427833.3333	388500	2066
1707	428000	388500	2114
1708	428166.6667	388500	2085
1709	428333.3333	388500	2077
1710	428500	388500	2040
1711	428666.6667	388500	2022
1712	428833.3333	388500	2004
1713	429000	388500	1934
1714	429166.6667	388500	1858
1715	429333.3333	388500	1815
1716	429500	388500	1758
1717	429666.6667	388500	1731
1718	429833.3333	388500	1700
1719	430000	388500	1701
1720	430166.6667	388500	1697
1721	430333.3333	388500	1684
1722	430500	388500	1678
1723	430666.6667	388500	1666
1724	430833.3333	388500	1655
1725	431000	388500	1655
1726	431166.6667	388500	1649
1727	431333.3333	388500	1658
1728	431500	388500	1672
1729	431666.6667	388500	1655
1730	431833.3333	388500	1645
1731	432000	388500	1645
1732	432166.6667	388500	1645
1733	432333.3333	388500	1645
1734	432500	388500	1645
1735	432666.6667	388500	1645
1736	432833.3333	388500	1645
1737	433000	388500	1645
1738	433166.6667	388500	1646
1739	433333.3333	388500	1648
1740	433500	388500	1648
1741	433666.6667	388500	1645
1742	433833.3333	388500	1645
1743	434000	388500	1652
1744	434166.6667	388500	1686
1745	434333.3333	388500	1718
1746	434500	388500	1838
1747	434666.6667	388500	1833
1748	434833.3333	388500	1761
1749	435000	388500	1848
1750	435166.6667	388500	1963
1751	435333.3333	388500	2014
1752	435500	388500	2108
1753	435666.6667	388500	2183
1754	435833.3333	388500	2261
1755	436000	388500	2340
1756	436166.6667	388500	2471
1757	436333.3333	388500	2378
1758	436500	388500	2170
1759	436666.6667	388500	2041
1760	436833.3333	388500	2091
1761	437000	388500	2119
1762	437166.6667	388500	2251
1763	437333.3333	388500	2278
1764	437500	388500	2267
1765	437666.6667	388500	2317
1766	437833.3333	388500	2440
1767	438000	388500	2393
1768	438166.6667	388500	2410
1769	421000	388333.3333	2002
1770	421166.6667	388333.3333	2012
1771	421333.3333	388333.3333	2037
1772	421500	388333.3333	2070
1773	421666.6667	388333.3333	2077
1774	421833.3333	388333.3333	1981
1775	422000	388333.3333	1931
1776	422166.6667	388333.3333	1900
1777	422333.3333	388333.3333	1866
1778	422500	388333.3333	1848
1779	422666.6667	388333.3333	1843
1780	422833.3333	388333.3333	1854
1781	423000	388333.3333	1870
1782	423166.6667	388333.3333	1849
1783	423333.3333	388333.3333	1870
1784	423500	388333.3333	1853
1785	423666.6667	388333.3333	1880
1786	423833.3333	388333.3333	1857
1787	424000	388333.3333	1905
1788	424166.6667	388333.3333	2007
1789	424333.3333	388333.3333	2090
1790	424500	388333.3333	2118
1791	424666.6667	388333.3333	2083
1792	424833.3333	388333.3333	2083
1793	425000	388333.3333	2112
1794	425166.6667	388333.3333	2147
1795	425333.3333	388333.3333	2120
1796	425500	388333.3333	2082
1797	425666.6667	388333.3333	2137
1798	425833.3333	388333.3333	2133
1799	426000	388333.3333	2127
1800	426166.6667	388333.3333	2147
1801	426333.3333	388333.3333	2092
1802	426500	388333.3333	2118
1803	426666.6667	388333.3333	2265
1804	426833.3333	388333.3333	2399
1805	427000	388333.3333	2310
1806	427166.6667	388333.3333	2096
1807	427333.3333	388333.3333	2129
1808	427500	388333.3333	2222
1809	427666.6667	388333.3333	2005
1810	427833.3333	388333.3333	1917
1811	428000	388333.3333	1934
1812	428166.6667	388333.3333	1944
1813	428333.3333	388333.3333	1984
1814	428500	388333.3333	1963
