ID	X	Y	Z
1815	428666.6667	388333.3333	1916
1816	428833.3333	388333.3333	1917
1817	429000	388333.3333	1886
1818	429166.6667	388333.3333	1801
1819	429333.3333	388333.3333	1757
1820	429500	388333.3333	1720
1821	429666.6667	388333.3333	1705
1822	429833.3333	388333.3333	1675
1823	430000	388333.3333	1668
1824	430166.6667	388333.3333	1670
1825	430333.3333	388333.3333	1671
1826	430500	388333.3333	1670
1827	430666.6667	388333.3333	1675
1828	430833.3333	388333.3333	1684
1829	431000	388333.3333	1686
1830	431166.6667	388333.3333	1679
1831	431333.3333	388333.3333	1674
1832	431500	388333.3333	1658
1833	431666.6667	388333.3333	1645
1834	431833.3333	388333.3333	1645
1835	432000	388333.3333	1645
1836	432166.6667	388333.3333	1645
1837	432333.3333	388333.3333	1645
1838	432500	388333.3333	1645
1839	432666.6667	388333.3333	1645
1840	432833.3333	388333.3333	1645
1841	433000	388333.3333	1648
1842	433166.6667	388333.3333	1705
1843	433333.3333	388333.3333	1733
1844	433500	388333.3333	1718
1845	433666.6667	388333.3333	1670
1846	433833.3333	388333.3333	1647
1847	434000	388333.3333	1655
1848	434166.6667	388333.3333	1710
1849	434333.3333	388333.3333	1746
1850	434500	388333.3333	1769
1851	434666.6667	388333.3333	1760
1852	434833.3333	388333.3333	1802
1853	435000	388333.3333	1915
1854	435166.6667	388333.3333	2047
1855	435333.3333	388333.3333	2149
1856	435500	388333.3333	2272
1857	435666.6667	388333.3333	2322
1858	435833.3333	388333.3333	2420
1859	436000	388333.3333	2613
1860	436166.6667	388333.3333	2578
1861	436333.3333	388333.3333	2283
1862	436500	388333.3333	2056
1863	436666.6667	388333.3333	1984
1864	436833.3333	388333.3333	2017
1865	437000	388333.3333	2112
1866	437166.6667	388333.3333	2260
1867	437333.3333	388333.3333	2358
1868	437500	388333.3333	2463
1869	437666.6667	388333.3333	2428
1870	437833.3333	388333.3333	2325
1871	438000	388333.3333	2230
1872	438166.6667	388333.3333	2229
1873	421000	388166.6667	1975
1874	421166.6667	388166.6667	2041
1875	421333.3333	388166.6667	2069
1876	421500	388166.6667	2056
1877	421666.6667	388166.6667	2048
1878	421833.3333	388166.6667	2025
1879	422000	388166.6667	1960
1880	422166.6667	388166.6667	1909
1881	422333.3333	388166.6667	1905
1882	422500	388166.6667	1898
1883	422666.6667	388166.6667	1855
1884	422833.3333	388166.6667	1844
1885	423000	388166.6667	1841
1886	423166.6667	388166.6667	1828
1887	423333.3333	388166.6667	1821
1888	423500	388166.6667	1828
1889	423666.6667	388166.6667	1807
1890	423833.3333	388166.6667	1828
1891	424000	388166.6667	1915
1892	424166.6667	388166.6667	2055
1893	424333.3333	388166.6667	2092
1894	424500	388166.6667	2036
1895	424666.6667	388166.6667	1992
1896	424833.3333	388166.6667	2011
1897	425000	388166.6667	2076
1898	425166.6667	388166.6667	2010
1899	425333.3333	388166.6667	1993
1900	425500	388166.6667	2084
1901	425666.6667	388166.6667	2078
1902	425833.3333	388166.6667	1948
1903	426000	388166.6667	1907
1904	426166.6667	388166.6667	1956
1905	426333.3333	388166.6667	1918
1906	426500	388166.6667	1919
1907	426666.6667	388166.6667	2053
1908	426833.3333	388166.6667	2219
1909	427000	388166.6667	2052
1910	427166.6667	388166.6667	1919
1911	427333.3333	388166.6667	1853
1912	427500	388166.6667	1889
1913	427666.6667	388166.6667	1798
1914	427833.3333	388166.6667	1820
1915	428000	388166.6667	1845
1916	428166.6667	388166.6667	1861
1917	428333.3333	388166.6667	1901
1918	428500	388166.6667	1902
1919	428666.6667	388166.6667	1771
1920	428833.3333	388166.6667	1762
1921	429000	388166.6667	1748
1922	429166.6667	388166.6667	1707
1923	429333.3333	388166.6667	1692
1924	429500	388166.6667	1674
1925	429666.6667	388166.6667	1654
1926	429833.3333	388166.6667	1652
1927	430000	388166.6667	1652
1928	430166.6667	388166.6667	1655
1929	430333.3333	388166.6667	1661
1930	430500	388166.6667	1675
1931	430666.6667	388166.6667	1672
1932	430833.3333	388166.6667	1670
1933	431000	388166.6667	1662
1934	431166.6667	388166.6667	1656
1935	431333.3333	388166.6667	1647
1936	431500	388166.6667	1645
1937	431666.6667	388166.6667	1645
1938	431833.3333	388166.6667	1645
1939	432000	388166.6667	1645
1940	432166.6667	388166.6667	1645
1941	432333.3333	388166.6667	1645
1942	432500	388166.6667	1645
1943	432666.6667	388166.6667	1645
1944	432833.3333	388166.6667	1645
1945	433000	388166.6667	1708
1946	433166.6667	388166.6667	1780
1947	433333.3333	388166.6667	1787
1948	433500	388166.6667	1791
1949	433666.6667	388166.6667	1716
1950	433833.3333	388166.6667	1672
1951	434000	388166.6667	1675
1952	434166.6667	388166.6667	1757
1953	434333.3333	388166.6667	1808
1954	434500	388166.6667	1790
1955	434666.6667	388166.6667	1776
1956	434833.3333	388166.6667	1822
1957	435000	388166.6667	1991
1958	435166.6667	388166.6667	2151
1959	435333.3333	388166.6667	2283
1960	435500	388166.6667	2362
1961	435666.6667	388166.6667	2333
1962	435833.3333	388166.6667	2300
1963	436000	388166.6667	2385
1964	436166.6667	388166.6667	2171
1965	436333.3333	388166.6667	2031
1966	436500	388166.6667	1984
1967	436666.6667	388166.6667	1967
1968	436833.3333	388166.6667	1972
1969	437000	388166.6667	2015
1970	437166.6667	388166.6667	2116
1971	437333.3333	388166.6667	2195
1972	437500	388166.6667	2350
1973	437666.6667	388166.6667	2223
1974	437833.3333	388166.6667	2088
1975	438000	388166.6667	2075
1976	438166.6667	388166.6667	2144
1977	421000	388000	1946
1978	421166.6667	388000	1989
1979	421333.3333	388000	1989
1980	421500	388000	1988
1981	421666.6667	388000	1941
1982	421833.3333	388000	1893
1983	422000	388000	1862
1984	422166.6667	388000	1850
1985	422333.3333	388000	1842
1986	422500	388000	1829
1987	422666.6667	388000	1825
1988	422833.3333	388000	1826
1989	423000	388000	1820
1990	423166.6667	388000	1818
1991	423333.3333	388000	1817
1992	423500	388000	1811
1993	423666.6667	388000	1794
1994	423833.3333	388000	1822
1995	424000	388000	1889
1996	424166.6667	388000	1975
1997	424333.3333	388000	1981
1998	424500	388000	1978
1999	424666.6667	388000	1944
2000	424833.3333	388000	1961
2001	425000	388000	1978
2002	425166.6667	388000	1926
2003	425333.3333	388000	1941
2004	425500	388000	2029
2005	425666.6667	388000	1985
2006	425833.3333	388000	2013
2007	426000	388000	1826
2008	426166.6667	388000	1791
2009	426333.3333	388000	1745
2010	426500	388000	1793
2011	426666.6667	388000	1869
2012	426833.3333	388000	1991
2013	427000	388000	1923
2014	427166.6667	388000	1754
2015	427333.3333	388000	1669
2016	427500	388000	1665
2017	427666.6667	388000	1688
2018	427833.3333	388000	1716
2019	428000	388000	1735
2020	428166.6667	388000	1751
2021	428333.3333	388000	1761
2022	428500	388000	1724
2023	428666.6667	388000	1677
2024	428833.3333	388000	1663
2025	429000	388000	1656
2026	429166.6667	388000	1667
2027	429333.3333	388000	1677
2028	429500	388000	1678
2029	429666.6667	388000	1666
2030	429833.3333	388000	1656
2031	430000	388000	1654
2032	430166.6667	388000	1655
2033	430333.3333	388000	1657
2034	430500	388000	1660
2035	430666.6667	388000	1657
2036	430833.3333	388000	1650
2037	431000	388000	1646
2038	431166.6667	388000	1645
2039	431333.3333	388000	1645
2040	431500	388000	1645
2041	431666.6667	388000	1645
2042	431833.3333	388000	1645
2043	432000	388000	1645
2044	432166.6667	388000	1645
2045	432333.3333	388000	1645
2046	432500	388000	1645
2047	432666.6667	388000	1645
2048	432833.3333	388000	1645
2049	433000	388000	1757
2050	433166.6667	388000	1902
2051	433333.3333	388000	1898
2052	433500	388000	1858
2053	433666.6667	388000	1824
2054	433833.3333	388000	1805
2055	434000	388000	1767
2056	434166.6667	388000	1847
2057	434333.3333	388000	1896
2058	434500	388000	1900
2059	434666.6667	388000	1884
2060	434833.3333	388000	1881
2061	435000	388000	1978
2062	435166.6667	388000	2145
2063	435333.3333	388000	2325
2064	435500	388000	2350
2065	435666.6667	388000	2129
2066	435833.3333	388000	2023
2067	436000	388000	2100
2068	436166.6667	388000	2151
2069	436333.3333	388000	2107
2070	436500	388000	1993
2071	436666.6667	388000	1969
2072	436833.3333	388000	1955
2073	437000	388000	1957
2074	437166.6667	388000	1984
2075	437333.3333	388000	2050
2076	437500	388000	2071
2077	437666.6667	388000	2024
2078	437833.3333	388000	2049
2079	438000	388000	2028
2080	438166.6667	388000	2061
2081	421000	387833.3333	1974
2082	421166.6667	387833.3333	2006
2083	421333.3333	387833.3333	1999
2084	421500	387833.3333	1921
2085	421666.6667	387833.3333	1873
2086	421833.3333	387833.3333	1859
2087	422000	387833.3333	1849
2088	422166.6667	387833.3333	1844
2089	422333.3333	387833.3333	1840
2090	422500	387833.3333	1845
2091	422666.6667	387833.3333	1842
2092	422833.3333	387833.3333	1849
2093	423000	387833.3333	1867
2094	423166.6667	387833.3333	1858
2095	423333.3333	387833.3333	1839
2096	423500	387833.3333	1813
2097	423666.6667	387833.3333	1780
2098	423833.3333	387833.3333	1797
2099	424000	387833.3333	1839
2100	424166.6667	387833.3333	1879
2101	424333.3333	387833.3333	1882
2102	424500	387833.3333	1876
2103	424666.6667	387833.3333	1871
2104	424833.3333	387833.3333	1896
2105	425000	387833.3333	1937
2106	425166.6667	387833.3333	1894
2107	425333.3333	387833.3333	1795
2108	425500	387833.3333	1833
2109	425666.6667	387833.3333	1872
2110	425833.3333	387833.3333	1830
2111	426000	387833.3333	1773
2112	426166.6667	387833.3333	1661
2113	426333.3333	387833.3333	1651
2114	426500	387833.3333	1650
2115	426666.6667	387833.3333	1649
2116	426833.3333	387833.3333	1680
2117	427000	387833.3333	1666
2118	427166.6667	387833.3333	1645
2119	427333.3333	387833.3333	1645
2120	427500	387833.3333	1645
2121	427666.6667	387833.3333	1645
2122	427833.3333	387833.3333	1647
2123	428000	387833.3333	1652
2124	428166.6667	387833.3333	1659
2125	428333.3333	387833.3333	1658
2126	428500	387833.3333	1648
2127	428666.6667	387833.3333	1646
2128	428833.3333	387833.3333	1647
2129	429000	387833.3333	1645
2130	429166.6667	387833.3333	1646
2131	429333.3333	387833.3333	1655
2132	429500	387833.3333	1661
2133	429666.6667	387833.3333	1654
2134	429833.3333	387833.3333	1656
2135	430000	387833.3333	1652
2136	430166.6667	387833.3333	1646
2137	430333.3333	387833.3333	1654
2138	430500	387833.3333	1652
2139	430666.6667	387833.3333	1646
2140	430833.3333	387833.3333	1645
2141	431000	387833.3333	1645
2142	431166.6667	387833.3333	1645
2143	431333.3333	387833.3333	1645
2144	431500	387833.3333	1645
2145	431666.6667	387833.3333	1645
2146	431833.3333	387833.3333	1645
2147	432000	387833.3333	1645
2148	432166.6667	387833.3333	1645
2149	432333.3333	387833.3333	1645
2150	432500	387833.3333	1645
2151	432666.6667	387833.3333	1645
2152	432833.3333	387833.3333	1649
2153	433000	387833.3333	1752
2154	433166.6667	387833.3333	1845
2155	433333.3333	387833.3333	1894
2156	433500	387833.3333	1896
2157	433666.6667	387833.3333	1866
2158	433833.3333	387833.3333	1844
2159	434000	387833.3333	1868
2160	434166.6667	387833.3333	1870
2161	434333.3333	387833.3333	1920
2162	434500	387833.3333	2028
2163	434666.6667	387833.3333	2021
2164	434833.3333	387833.3333	1956
2165	435000	387833.3333	2009
2166	435166.6667	387833.3333	2204
2167	435333.3333	387833.3333	2276
2168	435500	387833.3333	2103
2169	435666.6667	387833.3333	2110
2170	435833.3333	387833.3333	2245
2171	436000	387833.3333	2325
2172	436166.6667	387833.3333	2342
2173	436333.3333	387833.3333	2272
2174	436500	387833.3333	2134
2175	436666.6667	387833.3333	2103
2176	436833.3333	387833.3333	2017
2177	437000	387833.3333	1975
2178	437166.6667	387833.3333	1980
2179	437333.3333	387833.3333	2092
2180	437500	387833.3333	2089
2181	437666.6667	387833.3333	2153
2182	437833.3333	387833.3333	2202
2183	438000	387833.3333	2183
2184	438166.6667	387833.3333	2147
2185	421000	387666.6667	1949
2186	421166.6667	387666.6667	1954
2187	421333.3333	387666.6667	1996
2188	421500	387666.6667	1954
2189	421666.6667	387666.6667	1911
2190	421833.3333	387666.6667	1884
2191	422000	387666.6667	1880
2192	422166.6667	387666.6667	1882
2193	422333.3333	387666.6667	1925
2194	422500	387666.6667	1946
2195	422666.6667	387666.6667	1959
2196	422833.3333	387666.6667	1955
2197	423000	387666.6667	1927
2198	423166.6667	387666.6667	1915
2199	423333.3333	387666.6667	1890
2200	423500	387666.6667	1846
2201	423666.6667	387666.6667	1785
2202	423833.3333	387666.6667	1766
2203	424000	387666.6667	1785
2204	424166.6667	387666.6667	1800
2205	424333.3333	387666.6667	1805
2206	424500	387666.6667	1810
2207	424666.6667	387666.6667	1803
2208	424833.3333	387666.6667	1820
2209	425000	387666.6667	1810
2210	425166.6667	387666.6667	1752
2211	425333.3333	387666.6667	1749
2212	425500	387666.6667	1674
2213	425666.6667	387666.6667	1693
2214	425833.3333	387666.6667	1670
2215	426000	387666.6667	1645
2216	426166.6667	387666.6667	1645
2217	426333.3333	387666.6667	1645
2218	426500	387666.6667	1645
2219	426666.6667	387666.6667	1645
2220	426833.3333	387666.6667	1645
2221	427000	387666.6667	1645
2222	427166.6667	387666.6667	1645
2223	427333.3333	387666.6667	1645
2224	427500	387666.6667	1645
2225	427666.6667	387666.6667	1645
2226	427833.3333	387666.6667	1645
2227	428000	387666.6667	1645
2228	428166.6667	387666.6667	1645
2229	428333.3333	387666.6667	1645
2230	428500	387666.6667	1645
2231	428666.6667	387666.6667	1645
2232	428833.3333	387666.6667	1645
2233	429000	387666.6667	1645
2234	429166.6667	387666.6667	1645
2235	429333.3333	387666.6667	1645
2236	429500	387666.6667	1645
2237	429666.6667	387666.6667	1645
2238	429833.3333	387666.6667	1645
2239	430000	387666.6667	1645
2240	430166.6667	387666.6667	1645
2241	430333.3333	387666.6667	1645
2242	430500	387666.6667	1645
2243	430666.6667	387666.6667	1645
2244	430833.3333	387666.6667	1645
2245	431000	387666.6667	1645
2246	431166.6667	387666.6667	1645
2247	431333.3333	387666.6667	1645
2248	431500	387666.6667	1645
2249	431666.6667	387666.6667	1645
2250	431833.3333	387666.6667	1645
2251	432000	387666.6667	1645
2252	432166.6667	387666.6667	1645
2253	432333.3333	387666.6667	1657
2254	432500	387666.6667	1699
2255	432666.6667	387666.6667	1737
2256	432833.3333	387666.6667	1733
2257	433000	387666.6667	1779
2258	433166.6667	387666.6667	1779
2259	433333.3333	387666.6667	1821
2260	433500	387666.6667	1790
2261	433666.6667	387666.6667	1811
2262	433833.3333	387666.6667	1877
2263	434000	387666.6667	1917
2264	434166.6667	387666.6667	1939
2265	434333.3333	387666.6667	2070
2266	434500	387666.6667	2218
2267	434666.6667	387666.6667	2108
2268	434833.3333	387666.6667	2098
2269	435000	387666.6667	2106
2270	435166.6667	387666.6667	2182
2271	435333.3333	387666.6667	1997
2272	435500	387666.6667	1951
2273	435666.6667	387666.6667	2128
2274	435833.3333	387666.6667	2133
2275	436000	387666.6667	2118
2276	436166.6667	387666.6667	2167
2277	436333.3333	387666.6667	2190
2278	436500	387666.6667	2169
2279	436666.6667	387666.6667	2149
2280	436833.3333	387666.6667	2113
2281	437000	387666.6667	2040
2282	437166.6667	387666.6667	2068
2283	437333.3333	387666.6667	2157
2284	437500	387666.6667	2221
2285	437666.6667	387666.6667	2412
2286	437833.3333	387666.6667	2389
2287	438000	387666.6667	2277
2288	438166.6667	387666.6667	2310
2289	421000	387500	1941
2290	421166.6667	387500	2051
2291	421333.3333	387500	2039
2292	421500	387500	2015
2293	421666.6667	387500	2004
2294	421833.3333	387500	2008
2295	422000	387500	1987
2296	422166.6667	387500	1983
2297	422333.3333	387500	2032
2298	422500	387500	2052
2299	422666.6667	387500	2052
2300	422833.3333	387500	2008
2301	423000	387500	1959
2302	423166.6667	387500	1925
2303	423333.3333	387500	1904
2304	423500	387500	1851
2305	423666.6667	387500	1804
2306	423833.3333	387500	1773
2307	424000	387500	1738
2308	424166.6667	387500	1742
2309	424333.3333	387500	1739
2310	424500	387500	1734
2311	424666.6667	387500	1744
2312	424833.3333	387500	1692
2313	425000	387500	1660
2314	425166.6667	387500	1647
2315	425333.3333	387500	1646
2316	425500	387500	1645
2317	425666.6667	387500	1645
2318	425833.3333	387500	1645
2319	426000	387500	1645
2320	426166.6667	387500	1645
2321	426333.3333	387500	1645
2322	426500	387500	1645
2323	426666.6667	387500	1645
2324	426833.3333	387500	1645
2325	427000	387500	1645
2326	427166.6667	387500	1645
2327	427333.3333	387500	1645
2328	427500	387500	1645
2329	427666.6667	387500	1645
2330	427833.3333	387500	1645
2331	428000	387500	1645
2332	428166.6667	387500	1645
2333	428333.3333	387500	1645
2334	428500	387500	1645
2335	428666.6667	387500	1645
2336	428833.3333	387500	1645
2337	429000	387500	1645
2338	429166.6667	387500	1645
2339	429333.3333	387500	1645
2340	429500	387500	1645
2341	429666.6667	387500	1645
2342	429833.3333	387500	1645
2343	430000	387500	1645
2344	430166.6667	387500	1645
2345	430333.3333	387500	1645
2346	430500	387500	1645
2347	430666.6667	387500	1645
2348	430833.3333	387500	1645
2349	431000	387500	1645
2350	431166.6667	387500	1645
2351	431333.3333	387500	1645
2352	431500	387500	1645
2353	431666.6667	387500	1645
2354	431833.3333	387500	1645
2355	432000	387500	1648
2356	432166.6667	387500	1747
2357	432333.3333	387500	1928
2358	432500	387500	1905
2359	432666.6667	387500	1883
2360	432833.3333	387500	1822
2361	433000	387500	1767
2362	433166.6667	387500	1748
2363	433333.3333	387500	1747
2364	433500	387500	1756
2365	433666.6667	387500	1811
2366	433833.3333	387500	1877
2367	434000	387500	2013
2368	434166.6667	387500	2053
2369	434333.3333	387500	2087
2370	434500	387500	2159
2371	434666.6667	387500	2058
2372	434833.3333	387500	2065
2373	435000	387500	2075
2374	435166.6667	387500	2022
2375	435333.3333	387500	1878
2376	435500	387500	1928
2377	435666.6667	387500	1910
2378	435833.3333	387500	1924
2379	436000	387500	1956
2380	436166.6667	387500	1952
2381	436333.3333	387500	2012
2382	436500	387500	2032
2383	436666.6667	387500	2078
2384	436833.3333	387500	2129
2385	437000	387500	2194
2386	437166.6667	387500	2286
2387	437333.3333	387500	2447
2388	437500	387500	2557
2389	437666.6667	387500	2599
2390	437833.3333	387500	2532
2391	438000	387500	2586
2392	438166.6667	387500	2525
2393	421000	387333.3333	2017
2394	421166.6667	387333.3333	1994
2395	421333.3333	387333.3333	2015
2396	421500	387333.3333	2050
2397	421666.6667	387333.3333	2111
2398	421833.3333	387333.3333	2167
2399	422000	387333.3333	2172
2400	422166.6667	387333.3333	2156
2401	422333.3333	387333.3333	2170
2402	422500	387333.3333	2148
2403	422666.6667	387333.3333	2143
2404	422833.3333	387333.3333	2079
2405	423000	387333.3333	2030
2406	423166.6667	387333.3333	1973
2407	423333.3333	387333.3333	1919
2408	423500	387333.3333	1867
2409	423666.6667	387333.3333	1824
2410	423833.3333	387333.3333	1795
2411	424000	387333.3333	1737
2412	424166.6667	387333.3333	1719
2413	424333.3333	387333.3333	1682
2414	424500	387333.3333	1662
2415	424666.6667	387333.3333	1664
2416	424833.3333	387333.3333	1645
2417	425000	387333.3333	1645
2418	425166.6667	387333.3333	1645
2419	425333.3333	387333.3333	1645
2420	425500	387333.3333	1645
2421	425666.6667	387333.3333	1645
2422	425833.3333	387333.3333	1645
2423	426000	387333.3333	1645
2424	426166.6667	387333.3333	1645
2425	426333.3333	387333.3333	1645
2426	426500	387333.3333	1645
2427	426666.6667	387333.3333	1645
2428	426833.3333	387333.3333	1645
2429	427000	387333.3333	1645
2430	427166.6667	387333.3333	1645
2431	427333.3333	387333.3333	1645
2432	427500	387333.3333	1645
2433	427666.6667	387333.3333	1645
2434	427833.3333	387333.3333	1645
2435	428000	387333.3333	1645
2436	428166.6667	387333.3333	1645
2437	428333.3333	387333.3333	1645
2438	428500	387333.3333	1645
2439	428666.6667	387333.3333	1645
2440	428833.3333	387333.3333	1645
2441	429000	387333.3333	1645
2442	429166.6667	387333.3333	1645
2443	429333.3333	387333.3333	1645
2444	429500	387333.3333	1645
2445	429666.6667	387333.3333	1645
2446	429833.3333	387333.3333	1645
2447	430000	387333.3333	1645
2448	430166.6667	387333.3333	1645
2449	430333.3333	387333.3333	1645
2450	430500	387333.3333	1645
2451	430666.6667	387333.3333	1645
2452	430833.3333	387333.3333	1645
2453	431000	387333.3333	1645
2454	431166.6667	387333.3333	1645
2455	431333.3333	387333.3333	1645
2456	431500	387333.3333	1645
2457	431666.6667	387333.3333	1645
2458	431833.3333	387333.3333	1645
2459	432000	387333.3333	1656
2460	432166.6667	387333.3333	1832
2461	432333.3333	387333.3333	2140
2462	432500	387333.3333	2159
2463	432666.6667	387333.3333	1951
2464	432833.3333	387333.3333	1836
2465	433000	387333.3333	1763
2466	433166.6667	387333.3333	1751
2467	433333.3333	387333.3333	1729
2468	433500	387333.3333	1754
2469	433666.6667	387333.3333	1828
2470	433833.3333	387333.3333	1923
2471	434000	387333.3333	1894
2472	434166.6667	387333.3333	1908
2473	434333.3333	387333.3333	1919
2474	434500	387333.3333	1965
2475	434666.6667	387333.3333	1927
2476	434833.3333	387333.3333	1927
2477	435000	387333.3333	1945
2478	435166.6667	387333.3333	1901
2479	435333.3333	387333.3333	1829
2480	435500	387333.3333	1807
2481	435666.6667	387333.3333	1812
2482	435833.3333	387333.3333	1822
2483	436000	387333.3333	1835
2484	436166.6667	387333.3333	1864
2485	436333.3333	387333.3333	1878
2486	436500	387333.3333	1915
2487	436666.6667	387333.3333	1975
2488	436833.3333	387333.3333	2038
2489	437000	387333.3333	2120
2490	437166.6667	387333.3333	2157
2491	437333.3333	387333.3333	2251
2492	437500	387333.3333	2404
2493	437666.6667	387333.3333	2510
2494	437833.3333	387333.3333	2433
2495	438000	387333.3333	2418
2496	438166.6667	387333.3333	2412
2497	421000	387166.6667	1926
2498	421166.6667	387166.6667	1989
2499	421333.3333	387166.6667	2083
2500	421500	387166.6667	2119
2501	421666.6667	387166.6667	2179
2502	421833.3333	387166.6667	2239
2503	422000	387166.6667	2297
2504	422166.6667	387166.6667	2302
2505	422333.3333	387166.6667	2391
2506	422500	387166.6667	2407
2507	422666.6667	387166.6667	2447
2508	422833.3333	387166.6667	2242
2509	423000	387166.6667	2095
2510	423166.6667	387166.6667	2004
2511	423333.3333	387166.6667	1917
2512	423500	387166.6667	1856
2513	423666.6667	387166.6667	1807
2514	423833.3333	387166.6667	1798
2515	424000	387166.6667	1752
2516	424166.6667	387166.6667	1710
2517	424333.3333	387166.6667	1648
2518	424500	387166.6667	1645
2519	424666.6667	387166.6667	1645
2520	424833.3333	387166.6667	1645
2521	425000	387166.6667	1645
2522	425166.6667	387166.6667	1645
2523	425333.3333	387166.6667	1645
2524	425500	387166.6667	1645
2525	425666.6667	387166.6667	1645
2526	425833.3333	387166.6667	1645
2527	426000	387166.6667	1645
2528	426166.6667	387166.6667	1645
2529	426333.3333	387166.6667	1645
2530	426500	387166.6667	1645
2531	426666.6667	387166.6667	1645
2532	426833.3333	387166.6667	1645
2533	427000	387166.6667	1645
2534	427166.6667	387166.6667	1645
2535	427333.3333	387166.6667	1645
2536	427500	387166.6667	1645
2537	427666.6667	387166.6667	1645
2538	427833.3333	387166.6667	1645
2539	428000	387166.6667	1645
2540	428166.6667	387166.6667	1645
2541	428333.3333	387166.6667	1645
2542	428500	387166.6667	1645
2543	428666.6667	387166.6667	1645
2544	428833.3333	387166.6667	1645
2545	429000	387166.6667	1645
2546	429166.6667	387166.6667	1645
2547	429333.3333	387166.6667	1645
2548	429500	387166.6667	1645
2549	429666.6667	387166.6667	1645
2550	429833.3333	387166.6667	1645
2551	430000	387166.6667	1645
2552	430166.6667	387166.6667	1645
2553	430333.3333	387166.6667	1645
2554	430500	387166.6667	1645
2555	430666.6667	387166.6667	1645
2556	430833.3333	387166.6667	1645
2557	431000	387166.6667	1645
2558	431166.6667	387166.6667	1645
2559	431333.3333	387166.6667	1645
2560	431500	387166.6667	1645
2561	431666.6667	387166.6667	1645
2562	431833.3333	387166.6667	1645
2563	432000	387166.6667	1658
2564	432166.6667	387166.6667	1868
2565	432333.3333	387166.6667	2046
2566	432500	387166.6667	2149
2567	432666.6667	387166.6667	2039
2568	432833.3333	387166.6667	1816
2569	433000	387166.6667	1754
2570	433166.6667	387166.6667	1725
2571	433333.3333	387166.6667	1723
2572	433500	387166.6667	1740
2573	433666.6667	387166.6667	1793
2574	433833.3333	387166.6667	1826
2575	434000	387166.6667	1800
2576	434166.6667	387166.6667	1819
2577	434333.3333	387166.6667	1841
2578	434500	387166.6667	1857
2579	434666.6667	387166.6667	1863
2580	434833.3333	387166.6667	1878
2581	435000	387166.6667	1840
2582	435166.6667	387166.6667	1875
2583	435333.3333	387166.6667	1818
2584	435500	387166.6667	1804
2585	435666.6667	387166.6667	1804
2586	435833.3333	387166.6667	1804
2587	436000	387166.6667	1804
2588	436166.6667	387166.6667	1805
2589	436333.3333	387166.6667	1816
2590	436500	387166.6667	1843
2591	436666.6667	387166.6667	1890
2592	436833.3333	387166.6667	1945
2593	437000	387166.6667	1985
2594	437166.6667	387166.6667	2010
2595	437333.3333	387166.6667	2075
2596	437500	387166.6667	2150
2597	437666.6667	387166.6667	2174
2598	437833.3333	387166.6667	2188
2599	438000	387166.6667	2173
2600	438166.6667	387166.6667	2262
2601	421000	387000	1890
2602	421166.6667	387000	1946
2603	421333.3333	387000	2018
2604	421500	387000	2107
2605	421666.6667	387000	2201
2606	421833.3333	387000	2264
2607	422000	387000	2337
2608	422166.6667	387000	2400
2609	422333.3333	387000	2425
2610	422500	387000	2413
2611	422666.6667	387000	2383
2612	422833.3333	387000	2269
2613	423000	387000	2176
2614	423166.6667	387000	1956
2615	423333.3333	387000	1861
2616	423500	387000	1791
2617	423666.6667	387000	1742
2618	423833.3333	387000	1712
2619	424000	387000	1687
2620	424166.6667	387000	1665
2621	424333.3333	387000	1645
2622	424500	387000	1645
2623	424666.6667	387000	1645
2624	424833.3333	387000	1645
2625	425000	387000	1645
2626	425166.6667	387000	1645
2627	425333.3333	387000	1645
2628	425500	387000	1645
2629	425666.6667	387000	1645
2630	425833.3333	387000	1645
2631	426000	387000	1645
2632	426166.6667	387000	1645
2633	426333.3333	387000	1645
2634	426500	387000	1645
2635	426666.6667	387000	1645
2636	426833.3333	387000	1645
2637	427000	387000	1645
2638	427166.6667	387000	1645
2639	427333.3333	387000	1645
2640	427500	387000	1645
2641	427666.6667	387000	1645
2642	427833.3333	387000	1645
2643	428000	387000	1645
2644	428166.6667	387000	1645
2645	428333.3333	387000	1645
2646	428500	387000	1645
2647	428666.6667	387000	1645
2648	428833.3333	387000	1645
2649	429000	387000	1645
2650	429166.6667	387000	1645
2651	429333.3333	387000	1645
2652	429500	387000	1645
2653	429666.6667	387000	1645
2654	429833.3333	387000	1645
2655	430000	387000	1645
2656	430166.6667	387000	1645
2657	430333.3333	387000	1645
2658	430500	387000	1645
2659	430666.6667	387000	1645
2660	430833.3333	387000	1645
2661	431000	387000	1645
2662	431166.6667	387000	1645
2663	431333.3333	387000	1645
2664	431500	387000	1645
2665	431666.6667	387000	1645
2666	431833.3333	387000	1662
2667	432000	387000	1746
2668	432166.6667	387000	1851
2669	432333.3333	387000	1900
2670	432500	387000	1914
2671	432666.6667	387000	1829
2672	432833.3333	387000	1743
2673	433000	387000	1738
2674	433166.6667	387000	1722
2675	433333.3333	387000	1737
2676	433500	387000	1742
2677	433666.6667	387000	1741
2678	433833.3333	387000	1746
2679	434000	387000	1741
2680	434166.6667	387000	1744
2681	434333.3333	387000	1781
2682	434500	387000	1801
2683	434666.6667	387000	1823
2684	434833.3333	387000	1801
2685	435000	387000	1825
2686	435166.6667	387000	1937
2687	435333.3333	387000	1828
2688	435500	387000	1804
2689	435666.6667	387000	1804
